state,district,biometric_ratio,demo_ratio,severity,performance,interpretation
Tripura,West Tripura,5.921765734265734,6.603146853146853,12.524912587412587,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Tamil Nadu,Madurai,7.198509845662587,5.357104843001596,12.555614688664182,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
NCT of Delhi,North West Delhi,6.466246507699305,6.130530829705672,12.596777337404976,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Uttarakhand,Champawat,7.541392904073588,5.088042049934297,12.629434954007884,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Tamil Nadu,Tiruppur,6.783629191321499,5.889349112426036,12.672978303747534,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Telangana,Warangal Rural,2.5161290322580645,10.164685908319186,12.68081494057725,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Nagaland,Dimapur,8.443356643356644,4.297902097902098,12.741258741258742,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Manipur,Senapati,4.354107648725212,8.402266288951841,12.756373937677054,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Jammu and Kashmir,Shupiyan,8.508411214953272,4.386915887850467,12.895327102803739,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Maharashtra,Thane,6.823746081504702,6.129832810867294,12.953578892371997,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Jammu and Kashmir,Srinagar,8.024416517055656,4.940035906642729,12.964452423698384,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Punjab,Patiala,6.972503104488203,6.003193187865886,12.975696292354089,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Chhattisgarh,Kanker,8.058787507654623,4.938763012859767,12.997550520514391,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Odisha,Dhenkanal,7.866815144766147,5.15456570155902,13.021380846325167,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Telangana,Siddipet,3.940817571690055,9.082367297132398,13.023184868822453,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Jharkhand,Simdega,6.64069006543724,6.387864366448542,13.028554431885782,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Uttar Pradesh,Pilibhit,5.851493479175431,7.208771560790913,13.060265039966344,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Maharashtra,Nandurbar,10.215880893300248,2.9026419500802803,13.118522843380529,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Telangana,Yadadri.,2.754157628344179,10.3882863340564,13.142443962400579,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Haryana,Sirsa,8.388397246804326,4.771222549983612,13.159619796787938,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Telangana,Adilabad,7.20373831775701,6.006728971962617,13.210467289719627,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Uttar Pradesh,Sonbhadra,6.149317215133199,7.099171703604209,13.248488918737408,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Uttar Pradesh,Allahabad,5.782638182434724,7.524838928450322,13.307477110885046,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Bihar,Kaimur (Bhabua),4.422066153149071,8.912550974173085,13.334617127322156,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Andhra Pradesh,Chittoor,7.668472372697725,5.684859154929577,13.3533315276273,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Telangana,Mancherial,3.5925085130533483,9.765039727582293,13.35754824063564,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Maharashtra,Chatrapati Sambhaji Nagar,2.567073170731707,10.792682926829269,13.359756097560975,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Chhattisgarh,Raipur,8.669473684210526,4.705563909774436,13.375037593984963,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Bihar,Nalanda,2.952517820188549,10.529432053345596,13.481949873534145,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Maharashtra,Palghar,6.555659059152306,6.948416394969725,13.504075454122031,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Arunachal Pradesh,Upper Subansiri,8.59047619047619,5.0,13.59047619047619,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Andhra Pradesh,Vizianagaram,7.9898509356168725,5.635267998731367,13.62511893434824,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Punjab,Moga,7.959009393680615,5.6789069171648165,13.637916310845432,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Andhra Pradesh,East Godavari,8.12084171437413,5.51879931920161,13.639641033575739,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Jharkhand,Pashchimi Singhbhum,5.339246119733924,8.361419068736142,13.700665188470065,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Arunachal Pradesh,East Siang,5.958823529411765,7.9941176470588236,13.952941176470588,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Andhra Pradesh,Visakhapatnam,8.397503383967514,5.711836366370883,14.109339750338396,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Tamil Nadu,Erode,8.589685591495137,5.549649400588102,14.139334992083239,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Chhattisgarh,Sukma,8.143877551020408,6.0928571428571425,14.236734693877551,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Punjab,Sri Muktsar Sahib,8.602968460111317,5.705936920222634,14.30890538033395,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Maharashtra,Pune,7.307268676167655,7.039979820910581,14.347248497078237,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Punjab,Fatehgarh Sahib,9.203143893591294,5.239419588875453,14.442563482466747,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Punjab,Ferozepur,8.693693693693694,5.875675675675676,14.569369369369369,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Nagaland,Mokokchung,10.206896551724139,4.431034482758621,14.63793103448276,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Uttarakhand,Udham Singh Nagar,9.18488038277512,5.535885167464115,14.720765550239236,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Punjab,Fazilka,8.456083279115159,6.3012361743656475,14.757319453480807,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Arunachal Pradesh,Upper Siang,4.3,10.466666666666667,14.766666666666666,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Andhra Pradesh,Srikakulam,7.854620689655173,6.913379310344828,14.768,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Chhattisgarh,Korba,9.099025974025974,5.922727272727273,15.021753246753246,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Tamil Nadu,Krishnagiri,9.38977024070022,5.669584245076586,15.059354485776804,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Punjab,Barnala,9.26867816091954,5.974137931034483,15.242816091954023,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Arunachal Pradesh,Lower Dibang Valley,8.935483870967742,6.32258064516129,15.258064516129032,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Andhra Pradesh,Adilabad,9.247978436657682,6.078167115902965,15.326145552560646,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Maharashtra,Mumbai,10.37893095382483,5.053625573940916,15.432556527765746,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Maharashtra,Dhule,10.136223862238623,5.43450184501845,15.570725707257072,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Uttarakhand,Haridwar,9.414452214452215,6.1678321678321675,15.582284382284382,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Dadra and Nagar Haveli and Daman and Diu,Dadra And Nagar Haveli,10.674652611403928,4.9084810733109725,15.583133684714902,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Nagaland,Meluri,14.4,1.2,15.6,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Telangana,Suryapet,3.3187118267629097,12.546918378678512,15.865630205441422,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Arunachal Pradesh,East Kameng,8.577181208053691,7.295302013422819,15.87248322147651,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Tamil Nadu,Chennai,8.526192445547284,7.480424593327819,16.006617038875103,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Chhattisgarh,Bilaspur,9.437386569872958,6.766031457955233,16.203418027828192,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Punjab,Bathinda,9.793758480325645,6.453188602442334,16.246947082767978,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Chhattisgarh,Koriya,9.967595593000649,6.496435515230071,16.46403110823072,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Telangana,Nirmal,3.8529650690495534,12.70268074735987,16.555645816409424,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Punjab,Sangrur,9.729965156794425,6.851335656213705,16.58130081300813,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Telangana,Vikarabad,2.2582159624413145,14.32394366197183,16.582159624413144,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Chhattisgarh,Sarangarh-Bilaigarh,2.439655172413793,14.172413793103448,16.612068965517242,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Chhattisgarh,Mahasamund,9.165303340149967,7.450238582140423,16.61554192229039,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Chhattisgarh,Rajnandgaon,10.469212410501193,6.289976133651551,16.759188544152742,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
West Bengal,Jalpaiguri,2.625106503834138,14.365095143425163,16.9902016472593,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Chhattisgarh,Gariyaband,9.646969696969697,7.3962121212121215,17.043181818181818,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Punjab,Faridkot,10.727665706051873,6.543227665706052,17.270893371757925,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Maharashtra,Bid,7.141711229946524,10.203208556149733,17.344919786096256,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Chhattisgarh,Surajpur,9.828006728343146,7.529436501261564,17.357443229604712,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Maharashtra,Nashik,11.12341419395934,6.320505334678061,17.4439195286374,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
West Bengal,Koch Bihar,1.4725621792341097,16.080931701539676,17.553493880773786,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Maharashtra,Aurangabad,9.880060537268255,7.829455164585698,17.709515701853952,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Telangana,Komaram Bheem,3.62019758507135,14.092206366630077,17.712403951701425,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Manipur,Ukhrul,5.599737532808399,12.143044619422572,17.742782152230973,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Maharashtra,Sindhudurg,9.388696655132641,8.385236447520185,17.773933102652826,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Chhattisgarh,Mungeli,11.103035143769969,6.673722044728435,17.776757188498404,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Arunachal Pradesh,West Siang,9.916129032258064,8.154838709677419,18.070967741935483,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Bihar,Kishanganj,6.128327473631341,12.077850326469111,18.206177800100452,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Maharashtra,Nagpur,11.033901988482016,7.314788655873085,18.348690644355102,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Chhattisgarh,Jashpur,10.145302897278315,8.387620719929762,18.532923617208077,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Maharashtra,Raigarh,10.197316678232708,8.672681008558872,18.869997686791578,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Chhattisgarh,Janjgir-Champa,11.732652587607333,7.232072406590857,18.96472499419819,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Chhattisgarh,Bemetara,11.266915732669156,7.7982565379825655,19.065172270651722,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Chhattisgarh,Baloda Bazar,9.538681948424069,9.806980984631414,19.345662933055483,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Manipur,Kakching,4.965116279069767,14.651162790697674,19.61627906976744,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Chhattisgarh,Dhamtari,13.22041259500543,6.866449511400652,20.08686210640608,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Maharashtra,Buldana,10.598475222363405,9.503176620076239,20.101651842439644,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Punjab,Mansa,12.554932735426009,7.548206278026906,20.103139013452914,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Maharashtra,Kolhapur,11.422001949951252,9.032661683457913,20.454663633409165,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Chhattisgarh,Surguja,9.05590941259731,11.852087756546355,20.907997169143666,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Chhattisgarh,Kawardha,10.261498708010336,10.802583979328165,21.0640826873385,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Maharashtra,Sangli,13.515437190666981,8.367193023803912,21.882630214470893,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Chhattisgarh,Kabeerdham,13.26509186351706,8.774278215223097,22.039370078740156,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Maharashtra,Jalgaon,13.831979200519987,8.332791680207995,22.164770880727982,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Maharashtra,Jalna,13.883658372562206,8.67137413136068,22.555032503922888,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Maharashtra,Satara,13.18304535637149,9.532397408207343,22.71544276457883,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Maharashtra,Ratnagiri,15.254046101029916,7.638548307994115,22.89259440902403,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Chhattisgarh,Durg,16.563170731707316,6.931707317073171,23.494878048780485,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Maharashtra,Ahmadnagar,12.683534317592697,11.107517186971712,23.791051504564408,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Maharashtra,Amravati,16.4752052545156,7.423152709359606,23.898357963875206,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Chhattisgarh,Raigarh,16.493379237288135,7.436970338983051,23.930349576271187,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Maharashtra,Beed,12.448949121396577,11.681405765476054,24.13035488687263,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Maharashtra,Latur,12.187918142463596,12.070247933884298,24.258166076347894,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Chhattisgarh,Balod,14.272596843615496,10.074605451936872,24.347202295552368,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Maharashtra,Solapur,10.639384979302188,14.503370786516854,25.14275576581904,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Maharashtra,Akola,16.397014015843997,9.083180987202924,25.480195003046923,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,2.3459119496855347,24.88050314465409,27.22641509433962,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Maharashtra,Bhandara,17.760238272524198,9.790022338049143,27.55026061057334,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Maharashtra,Gondiya,14.879822616407981,13.332594235033259,28.21241685144124,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Maharashtra,Parbhani,12.998891598315229,15.799600975393483,28.798492573708714,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Maharashtra,Osmanabad,12.264887063655031,17.411362080766597,29.67624914442163,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Maharashtra,Buldhana,18.785068949120305,13.432952924393723,32.218021873514026,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Maharashtra,Wardha,25.04869684499314,7.954732510288066,33.003429355281206,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Maharashtra,Chandrapur,17.85603615235636,15.860232408005164,33.71626856036153,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Maharashtra,Nanded,15.372977575929605,18.708629009367016,34.08160658529662,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Maharashtra,Hingoli,14.233955223880598,21.93059701492537,36.16455223880597,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Maharashtra,Gadchiroli,25.567318132464713,11.492399565689468,37.05971769815418,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Maharashtra,Washim,23.209338929695697,14.633788037775446,37.84312696747114,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Maharashtra,Yavatmal,22.320054017555705,19.98919648885888,42.309250506414585,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Manipur,Imphal East,18.618892508143322,32.020629750271446,50.63952225841477,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Manipur,Imphal West,20.50783699059561,30.29780564263323,50.80564263322884,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Manipur,Bishnupur,16.285522788203753,35.683646112600535,51.96916890080429,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Manipur,Thoubal,22.829545454545453,39.61363636363637,62.44318181818182,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
